player_name,nation,position,age,date_of_birth
Koke,ESP,MF,32.0,1992.0
Jules Koundé,FRA,DF,25.0,1998.0
Alex Král,CZE,MF,26.0,1998.0
Ladislav Krejčí,CZE,DF,25.0,1999.0
Takefusa Kubo,JPN,"MF,FW",23.0,2001.0
Marash Kumbulla,ALB,DF,24.0,2000.0
Cyle Larin,CAN,FW,29.0,1995.0
Juanmi Latasa,ESP,FW,23.0,2001.0
Toni Lato,ESP,DF,26.0,1997.0
Robin Le Normand,ESP,DF,27.0,1996.0
Florian Lejeune,FRA,DF,33.0,1991.0
Iñigo Lekue,ESP,DF,31.0,1993.0
Robert Lewandowski,POL,FW,36.0,1988.0
Samuel Lino,BRA,"DF,MF",24.0,1999.0
Diego Llorente,ESP,DF,31.0,1993.0
Marcos Llorente,ESP,"DF,MF",29.0,1995.0
Giovani Lo Celso,ARG,MF,28.0,1996.0
Enzo Loiodice,FRA,MF,23.0,2000.0
David López,ESP,DF,34.0,1989.0
Diego López,ESP,MF,22.0,2002.0
Fermin López,ESP,MF,21.0,2003.0
Javi López,ESP,DF,22.0,2002.0
Roberto López,ESP,"FW,DF",24.0,2000.0
Unai López,ESP,MF,28.0,1995.0
Iker Losada,ESP,MF,23.0,2001.0
Pol Lozano,ESP,MF,24.0,1999.0
Dodi Lukebakio,BEL,FW,26.0,1997.0
Darwin Machís,VEN,MF,31.0,1993.0
Pablo Maffeo,ESP,DF,27.0,1997.0
Giorgi Mamardashvili,GEO,GK,23.0,2000.0
Reinildo Mandava,MOZ,DF,30.0,1994.0
Javier Manquillo,ESP,DF,30.0,1994.0
Marcão,BRA,DF,28.0,1996.0
Óscar de Marcos,ESP,DF,35.0,1989.0
Alberto Marí,ESP,FW,23.0,2001.0
José María Giménez,URU,DF,29.0,1995.0
Pablo Marín,ESP,MF,21.0,2003.0
Mika Màrmol,ESP,DF,22.0,2002.0
Carlos Martín,ESP,"FW,MF",22.0,2002.0
Gerard Martín,ESP,DF,22.0,2002.0
Iván Martín,ESP,MF,25.0,1999.0
Jon Martin,ESP,DF,18.0,2006.0
Mario Martín,ESP,MF,20.0,2004.0
Arnau Martinez,ESP,DF,21.0,2003.0
Iñigo Martínez,ESP,DF,33.0,1991.0
Javi Martínez,ESP,MF,24.0,1999.0
Toni Martínez,ESP,"FW,DF",27.0,1997.0
Javi Martón,ESP,FW,25.0,1999.0
Marvin,ESP,"DF,FW",24.0,2000.0
Omar Mascarell,EQG,MF,31.0,1993.0
Jaime Mata,ESP,FW,35.0,1988.0
Kylian Mbappé,FRA,FW,25.0,1998.0
Oliver McBurnie,SCO,FW,28.0,1996.0
Scott McKenna,SCO,DF,27.0,1996.0
Brais Méndez,ESP,MF,27.0,1997.0
Ferland Mendy,FRA,DF,29.0,1995.0
Víctor Meseguer,ESP,MF,25.0,1999.0
Miguel,ESP,FW,25.0,1999.0
Éder Militão,BRA,DF,26.0,1998.0
Luis Milla,ESP,MF,29.0,1994.0
Pere Milla,ESP,MF,31.0,1992.0
Óscar Mingueza,ESP,"MF,DF",25.0,1999.0
Bojan Miovski,MKD,FW,25.0,1999.0
Rafa Mir,ESP,"MF,FW",27.0,1997.0
Luka Modrić,CRO,MF,39.0,1985.0
Johan Mojica,COL,DF,32.0,1992.0
Alberto Moleiro,ESP,"FW,MF",20.0,2003.0
Nahuel Molina,ARG,DF,26.0,1998.0
Jon Moncayola,ESP,"MF,FW",26.0,1998.0
Gonzalo Montiel,ARG,MF,27.0,1997.0
Gerard Moreno,ESP,FW,32.0,1992.0
Ilaix Moriba,GUI,MF,21.0,2003.0
Manu Morlanes,ESP,MF,25.0,1999.0
Raúl Moro,ESP,"MF,FW",21.0,2002.0
Cristhian Mosquera,ESP,DF,20.0,2004.0
Santiago Mouriño,URU,"DF,MF",22.0,2002.0
Abdul Mumin,GHA,DF,26.0,1998.0
Aihen Muñoz,ESP,DF,27.0,1997.0
Álex Muñoz,ESP,DF,30.0,1994.0
Iker Muñoz,ESP,MF,21.0,2002.0
Javier Muñoz,ESP,MF,29.0,1995.0
Vedat Muriqi,KVX,FW,30.0,1994.0
Juan Musso,ARG,GK,30.0,1994.0
Matija Nastasić,SRB,DF,31.0,1993.0
Natan,BRA,DF,23.0,2001.0
Roberto Navarro,ESP,"FW,MF",22.0,2002.0
Jesús Navas,ESP,"MF,FW",38.0,1985.0
Yvan Neyou,CMR,MF,27.0,1997.0
Tanguy Nianzou,FRA,DF,22.0,2002.0
Saúl Ñíguez,ESP,MF,29.0,1994.0
Hugo Novoa,ESP,"DF,FW",21.0,2003.0
Randy Nteka,ANG,FW,26.0,1997.0
Ørjan Nyland,NOR,GK,34.0,1990.0
Jan Oblak,SVN,GK,31.0,1993.0
Lucas Ocampos,ARG,FW,30.0,1994.0
Álvaro Odriozola,ESP,DF,28.0,1995.0
Olasagasti,ESP,MF,24.0,2000.0
Brian Oliván,ESP,"DF,MF",30.0,1994.0
Lucas Oliveira Rosa,BRA,DF,24.0,2000.0
Dani Olmo,ESP,MF,26.0,1998.0
Aimar Oroz,ESP,"MF,FW",22.0,2001.0
Gabriel Osei Misehouy,NED,"FW,MF",19.0,2005.0
David Otorbi,ESP,MF,16.0,2007.0
Mikel Oyarzabal,ESP,FW,27.0,1997.0
Cenk Özkacar,TUR,DF,23.0,2000.0
Jon Pacheco,ESP,DF,23.0,2001.0
Alex Padilla,ESP,GK,21.0,2003.0
Isaac Palazón Camacho,ESP,"FW,MF",29.0,1994.0
Aitor Paredes,ESP,DF,24.0,2000.0
Daniel Parejo,ESP,MF,35.0,1989.0
Pedri,ESP,MF,21.0,2002.0
Adrià Pedrosa,ESP,"DF,MF",26.0,1998.0
Rubén Peña,ESP,"MF,FW",33.0,1991.0
Nicolas Pépé,CIV,"FW,MF",29.0,1995.0
Peque,ESP,"FW,MF",21.0,2002.0
Ayoze Pérez,ESP,FW,31.0,1993.0
Carles Pérez,ESP,"FW,MF",26.0,1998.0
Kike Pérez,ESP,MF,27.0,1997.0
Luis Pérez,ESP,DF,29.0,1995.0
Romain Perraud,FRA,DF,26.0,1997.0
Pica,ESP,DF,22.0,2002.0
Yeremi Pino,ESP,MF,21.0,2002.0
Portu,ESP,"FW,MF",32.0,1992.0
Beñat Prados,ESP,MF,23.0,2001.0
Abdón Prats,ESP,"MF,FW",31.0,1992.0
Javi Puado,ESP,FW,26.0,1998.0
Dani Raba,ESP,"FW,MF",28.0,1995.0
Antonio Raillo,ESP,DF,32.0,1991.0
Benito Ramírez,ESP,"DF,MF",29.0,1995.0
Sandro Ramírez,ESP,"FW,MF",29.0,1995.0
Raphinha,BRA,"FW,MF",27.0,1996.0
Andrei Ratiu,ROU,"DF,MF",26.0,1998.0
Raúl,ESP,FW,23.0,2000.0
Abderrahman Rebbach,ALG,"FW,MF",26.0,1998.0
Álex Remiro,ESP,GK,29.0,1995.0
Diego Rico,ESP,DF,31.0,1993.0
Luis Rioja,ESP,FW,30.0,1993.0
Rodrigo Riquelme,ESP,"DF,MF",24.0,2000.0
Alberto Risco,ESP,"FW,MF",19.0,2005.0
Gorka Rivera Alonso,ESP,"DF,MF",20.0,2004.0
Marc Roca,ESP,MF,27.0,1996.0
Rodri,ESP,FW,24.0,2000.0
Óscar Rodríguez Arnaiz,ESP,"MF,FW",26.0,1998.0
Damián Rodríguez,ESP,MF,21.0,2003.0
Dani Rodríguez,ESP,"FW,MF",36.0,1988.0
James Rodríguez,COL,FW,33.0,1991.0
Javi Rodríguez,ESP,DF,21.0,2003.0
Kirian Rodríguez,ESP,MF,28.0,1996.0
Ricardo Rodríguez,SUI,DF,32.0,1992.0
Rodrygo,BRA,FW,23.0,2001.0
Leo Román,ESP,GK,24.0,2000.0
Carlos Romero,ESP,"DF,MF",22.0,2001.0
Isaac Romero,ESP,FW,24.0,2000.0
Luka Romero,ARG,"FW,MF",19.0,2004.0
Oriol Romeu,ESP,MF,32.0,1991.0
Vitor Roque,BRA,FW,19.0,2005.0
Valentin Rosier,FRA,DF,28.0,1996.0
Antonio Rüdiger,GER,DF,31.0,1993.0
Aitor Ruibal,ESP,FW,28.0,1996.0
Abel Ruiz,ESP,FW,24.0,2000.0
Youssouf Sabaly,SEN,DF,31.0,1993.0
Umar Sadiq,NGA,FW,27.0,1997.0
Jorge Sáenz,ESP,DF,27.0,1996.0
Kike Salas,ESP,DF,22.0,2002.0
Albert Sambi Lokonga,BEL,MF,24.0,1999.0
Chuky san jose,ESP,"MF,FW",20.0,2004.0
Oihan Sancet,ESP,MF,24.0,2000.0
Antonio Sánchez,ESP,"DF,FW",27.0,1997.0
Iván Sánchez,ESP,"MF,FW",31.0,1992.0
Javi Sánchez,ESP,DF,27.0,1997.0
Juanlu Sánchez,ESP,MF,21.0,2003.0
Manu Sánchez,ESP,DF,24.0,2000.0
Jesús Santiago,ESP,MF,20.0,2004.0
Aleksandar Sedlar,SRB,DF,32.0,1991.0
Sergi,ESP,DF,32.0,1992.0
Diego Sia,ITA,FW,18.0,2006.0
Fábio Silva,POR,MF,22.0,2002.0
Rui Silva,POR,GK,30.0,1994.0
Giuliano Simeone,ARG,MF,21.0,2002.0
Jailson Siqueira,BRA,"DF,MF",29.0,1995.0
Antonio Sivera,ESP,GK,28.0,1996.0
Alex Sola,ESP,"FW,MF",25.0,1999.0
Jhon Solis,COL,MF,19.0,2004.0
David Soria,ESP,GK,31.0,1993.0
Juan Soriano,ESP,GK,27.0,1997.0
Hugo Sotelo,ESP,MF,20.0,2003.0
Djibril Sow,SUI,MF,27.0,1997.0
Carl Starfelt,SWE,DF,29.0,1995.0
Orri Steinn Óskarsson,ISL,FW,20.0,2004.0
Stoichkov,ESP,"MF,FW",30.0,1993.0
Cristhian Stuani,URU,FW,37.0,1986.0
Álex Suárez,ESP,DF,31.0,1993.0
Luka Sučić,CRO,MF,22.0,2002.0
Williot Swedberg,SWE,"FW,DF",20.0,2004.0
Mamadou Sylla,SEN,FW,30.0,1994.0
Alexander Sørloth,NOR,FW,28.0,1995.0
Renato Tapia,PER,"MF,FW",29.0,1995.0
César Tárrega,ESP,DF,22.0,2002.0
Aurélien Tchouaméni,FRA,MF,24.0,2000.0
Álvaro Tejero,ESP,"MF,DF",28.0,1996.0
Martín Tejón,ESP,"MF,DF",20.0,2004.0
Nahuel Tenaglia,ARG,DF,28.0,1996.0
Marc-André ter Stegen,GER,GK,32.0,1992.0
Ramón Terrats,ESP,MF,23.0,2000.0
Pablo Torre,ESP,MF,21.0,2003.0
David Torres,ESP,DF,21.0,2003.0
Ferrán Torres,ESP,FW,24.0,2000.0
Lucas Torró,ESP,MF,30.0,1994.0
Hamari Traoré,MLI,DF,32.0,1992.0
Óscar Trejo,ARG,MF,36.0,1988.0
Viktor Tsyhankov,UKR,"MF,FW",26.0,1997.0
Beñat Turrientes,ESP,MF,22.0,2002.0
Chrisantus Uche,NGA,"FW,MF",21.0,2003.0
Óscar Valentín,ESP,MF,30.0,1994.0
Germán Valera,ESP,MF,22.0,2002.0
Martin Valjent,SVK,DF,28.0,1995.0
Federico Valverde,URU,MF,26.0,1998.0
José Luis García Vayá,ESP,MF,26.0,1998.0
Jesus Vazquez,ESP,DF,21.0,2003.0
Lucas Vázquez,ESP,"DF,MF",33.0,1991.0
Alejo Véliz,ARG,FW,20.0,2003.0
Mikel Vesga,ESP,MF,31.0,1993.0
Carlos Vicente,ESP,"MF,FW",25.0,1999.0
Pau Victor Delgado,ESP,FW,22.0,2001.0
Nacho Vidal,ESP,DF,29.0,1995.0
Asier Villalibre,ESP,FW,26.0,1997.0
Iván Villar,ESP,GK,27.0,1997.0
Viti,ESP,"DF,MF",27.0,1997.0
Daniel Vivian,ESP,DF,25.0,1999.0
Iñaki Williams,GHA,FW,30.0,1994.0
Nico Williams,ESP,FW,22.0,2002.0
Axel Witsel,BEL,DF,35.0,1989.0
Lamine Yamal,ESP,FW,17.0,2007.0
Bertuğ Yıldırım,TUR,FW,22.0,2002.0
Bryan Zaragoza,ESP,"MF,FW",23.0,2001.0
Igor Zubeldia,ESP,DF,27.0,1997.0
Martín Zubimendi,ESP,MF,25.0,1999.0
Keyliane Abdallah,FRA,FW,18.0,2006.0
Yunis Abdelhamid,MAR,DF,36.0,1987.0
Himad Abdelli,ALG,"MF,FW",24.0,1999.0
Mohamed Abdelmoneim,EGY,DF,25.0,1999.0
Ali Abdi,TUN,MF,30.0,1993.0
Matthis Abline,FRA,FW,21.0,2003.0
Abner,BRA,DF,24.0,2000.0
Zakaria Aboukhlal,MAR,"MF,FW",24.0,2000.0
Akor Adams,NGA,FW,24.0,2000.0
Martin Adeline,FRA,MF,20.0,2003.0
Adryelson,BRA,DF,26.0,1998.0
Emmanuel Agbadou,CIV,DF,27.0,1997.0
Ruben Aguilar,FRA,DF,31.0,1993.0
Jean-Eudes Aholou,CIV,MF,30.0,1994.0
Ayman Aiki,FRA,"FW,MF",19.0,2005.0
Ludovic Ajorque,FRA,FW,30.0,1994.0
Sergio Akieme,ESP,DF,26.0,1997.0
Maghnes Akliouche,FRA,FW,22.0,2002.0
Clément Akpa,CIV,DF,22.0,2001.0
Mohamed Ali Cho,FRA,FW,20.0,2004.0
Jim Allevinah,GAB,FW,29.0,1995.0
Jordan Amavi,FRA,DF,30.0,1994.0
Kelvin Amian,FRA,DF,26.0,1998.0
Michael Amir Murillo,PAN,DF,28.0,1996.0
Mathis Amougou,FRA,MF,18.0,2006.0
Benjamin André,FRA,MF,34.0,1990.0
Dennis Appiah,FRA,DF,32.0,1992.0
Carlens Arcus,HAI,DF,28.0,1996.0
Hákon Arnar Haraldsson,ISL,MF,21.0,2003.0
Marco Asensio,ESP,"FW,MF",28.0,1996.0
Lorenz Assignon,TOG,"DF,MF",24.0,2000.0
Dehmaine Assoumani,FRA,MF,19.0,2005.0
Valentin Atangana Edoa,FRA,MF,19.0,2005.0
Florian Ayé,FRA,"FW,MF",27.0,1997.0
Neil El Aynaoui,FRA,MF,23.0,2001.0
Shavy Babicka,GAB,"MF,FW",24.0,2000.0
Theo Bair,CAN,FW,25.0,1999.0
Mitchel Bakker,NED,DF,24.0,2000.0
Dilane Bakwa,FRA,"DF,MF",22.0,2002.0
Leonardo Balerdi,ARG,DF,25.0,1999.0
Folarin Balogun,USA,FW,23.0,2001.0
Abdoulaye Bamba,CIV,DF,34.0,1990.0
Bradley Barcola,FRA,FW,22.0,2002.0
Melvin Bard,FRA,"MF,DF",23.0,2000.0
Gabriel Bares,SUI,MF,24.0,2000.0
Dylan Batubinsika,COD,DF,28.0,1996.0
Haris Belkebla,ALG,MF,30.0,1994.0
Yassin Belkhdim,FRA,MF,22.0,2002.0
Eliesse Ben Seghir,MAR,"FW,MF",19.0,2005.0
Saïd Benrahma,ALG,"FW,MF",29.0,1995.0
Lucas Beraldo,BRA,DF,20.0,2003.0
Emmanuel Biumla,FRA,DF,19.0,2005.0
Marco Bizot,NED,GK,33.0,1991.0
Ludovic Blas,FRA,"FW,MF",26.0,1997.0
Augustine Boakye,GHA,MF,23.0,2000.0
Jeremie Boga,CIV,FW,27.0,1997.0
Moïse Bombito,CAN,DF,24.0,2000.0
Ayyoub Bouaddi,FRA,MF,16.0,2007.0
Badredine Bouanani,ALG,"FW,MF",19.0,2004.0
Hicham Boudaoui,ALG,MF,24.0,1999.0
Benjamin Bourigeaud,FRA,MF,30.0,1994.0
Bilal Brahimi,ALG,MF,24.0,2000.0
Lilian Brassier,FRA,DF,24.0,1999.0
Aurélio Buta,POR,DF,27.0,1997.0
Marcin Bułka,POL,GK,24.0,1999.0
Rémy Cabella,FRA,MF,34.0,1990.0
Mathieu Cafaro,FRA,"MF,FW",27.0,1997.0
Duje Ćaleta-Car,CRO,DF,28.0,1996.0
Issiaga Camara,GUI,MF,19.0,2005.0
Lamine Camara,SEN,MF,20.0,2004.0
Mahdi Camara,FRA,MF,26.0,1998.0
Axel Camblan,FRA,"MF,FW",21.0,2003.0
Pierrick Capelle,FRA,MF,37.0,1987.0
Maxence Caqueret,FRA,MF,24.0,2000.0
Valentin Carboni,ARG,"MF,FW",19.0,2005.0
Josué Casimir,FRA,"FW,DF",22.0,2001.0
Cristian Cásseres Jr.,VEN,MF,24.0,2000.0
Jean-Charles Castelletto,CMR,DF,29.0,1995.0
Brendan Chardonnet,FRA,DF,29.0,1994.0
Jhoanner Chávez,ECU,DF,22.0,2002.0
Théo Chennahi,FRA,DF,19.0,2005.0
Sidiki Cherif,FRA,FW,17.0,2006.0
Lucas Chevalier,FRA,GK,22.0,2001.0
Pedro Chirivella,ESP,MF,27.0,1997.0
Joris Chotard,FRA,MF,22.0,2001.0
Jonathan Clauss,FRA,"MF,DF",31.0,1992.0
Marcus Coco,FRA,"DF,FW",28.0,1996.0
Derek Cornelius,CAN,DF,26.0,1997.0
Pierre Cornud,FRA,DF,27.0,1996.0
David Pereira da Costa,POR,MF,23.0,2001.0
Lasso Coulibaly,GHA,"FW,MF",21.0,2002.0
Soumaïla Coulibaly,FRA,DF,20.0,2003.0
Tanguy Coulibaly,FRA,FW,23.0,2001.0
Nicolas Cozza,FRA,MF,25.0,1999.0
Charlie Cresswell,ENG,DF,22.0,2002.0
Kévin Danois,FRA,"DF,MF",20.0,2004.0
Kevin Danso,AUT,DF,25.0,1998.0
Dante,BRA,DF,40.0,1983.0
Pape Daouda Diongue,SEN,MF,0.0,0.0
Jonathan David,CAN,FW,24.0,2000.0
Zuriko Davitashvili,GEO,MF,23.0,2001.0
Thibault De Smet,BEL,DF,26.0,1998.0
Romain Del Castillo,FRA,FW,28.0,1996.0
Ousmane Dembélé,FRA,FW,27.0,1997.0
Arthur Desmas,FRA,GK,30.0,1994.0
Mamadou Diakhon,FRA,"MF,FW",18.0,2005.0
Bafodé Diakité,FRA,DF,23.0,2001.0
Oumar Diakité,CIV,FW,20.0,2003.0
Habib Diarra,SEN,"MF,FW",20.0,2004.0
Kandet Diawara,GUI,FW,24.0,2000.0
Mahamadou Diawara,FRA,MF,19.0,2005.0
Bamba Dieng,SEN,FW,24.0,2000.0
Sinaly Diomande,CIV,DF,23.0,2001.0
Lois Diony,FRA,FW,31.0,1992.0
Sofiane Diop,FRA,MF,24.0,2000.0
Andy Diouf,FRA,MF,21.0,2003.0
Yehvann Diouf,FRA,GK,24.0,1999.0
Assane Dioussé,SEN,MF,26.0,1997.0
Gianluigi Donnarumma,ITA,GK,25.0,1999.0
Désiré Doué,FRA,FW,19.0,2005.0
Guela Doué,CIV,DF,21.0,2002.0
Douglas,BRA,MF,27.0,1997.0
Ismaël Doukouré,FRA,MF,21.0,2003.0
Kamory Doumbia,MLI,"MF,FW",21.0,2003.0
Jean-Kevin Duverne,HAI,DF,27.0,1997.0
Stefan Džodić,SRB,DF,19.0,2005.0
Aron Dønnum,NOR,"DF,MF",26.0,1998.0
Jacques Ekomie,GAB,DF,21.0,2003.0
Pierre Ekwah Elimby,FRA,MF,22.0,2002.0
Breel Embolo,SUI,FW,27.0,1997.0
Emanuel Emegha,NED,FW,21.0,2003.0
Romain Faivre,FRA,"FW,MF",26.0,1998.0
Khalil Fayad,FRA,"MF,FW",20.0,2004.0
Zinedine Ferhat,ALG,"MF,FW",31.0,1993.0
Edimilson Fernandes,SUI,MF,28.0,1996.0
Matias Fernandez-Pardo,BEL,FW,19.0,2005.0
Jordan Ferri,FRA,MF,32.0,1992.0
Karol Fila,POL,MF,26.0,1998.0
Malick Fofana,BEL,"FW,MF",19.0,2005.0
Yahia Fofana,CIV,GK,24.0,2000.0
Lamine Fomba,FRA,MF,26.0,1998.0
Przemysław Frankowski,POL,DF,29.0,1995.0
Angelo Fulgini,FRA,MF,28.0,1996.0
Ignatius Ganago,CMR,FW,25.0,1999.0
Ulisses Garcia,SUI,MF,28.0,1996.0
Jean-Philippe Gbamin,CIV,MF,28.0,1995.0
Yann Gboho,FRA,"FW,MF",23.0,2001.0
Aleksandr Golovin,RUS,MF,28.0,1996.0
Angel Gomes,ENG,MF,24.0,2000.0
Carlos Gómez,COL,MF,22.0,2002.0
Amine Gouiri,ALG,FW,24.0,2000.0
Jonathan Gradit,FRA,DF,31.0,1992.0
Samuel Grandsir,FRA,"MF,FW",28.0,1996.0
Mason Greenwood,ENG,"FW,MF",22.0,2001.0
Albert Grønbaek,DEN,"MF,FW",23.0,2001.0
Gabriel Gudmundsson,SWE,DF,25.0,1999.0
Evann Guessand,CIV,FW,23.0,2001.0
Bahereba Guirassy,FRA,FW,18.0,2006.0
Massadio Haïdara,MLI,DF,31.0,1992.0
Achraf Hakimi,MAR,DF,25.0,1998.0
Florent Hanin,ALG,DF,34.0,1990.0
Amine Harit,MAR,MF,27.0,1997.0
Hans Hateboer,NED,DF,30.0,1994.0
Luis Henrique,BRA,FW,22.0,2001.0
Ki-Jana Hoever,NED,DF,22.0,2002.0
Cédric Hountondji,BEN,DF,30.0,1994.0
Ilyes Housni,FRA,MF,19.0,2005.0
Pierre Højbjerg,DEN,MF,29.0,1995.0
George Ilenikhena,FRA,"FW,MF",18.0,2006.0
Ismaily,BRA,DF,34.0,1990.0
Yanis Issoufou,FRA,"MF,FW",17.0,2006.0
Junya Ito,JPN,FW,31.0,1993.0
Ismail Jakobs,SEN,DF,25.0,1999.0
Jordan James,WAL,MF,20.0,2004.0
Karl-Johan Johnsson,SWE,GK,34.0,1990.0
Paul Joly,FRA,DF,24.0,2000.0
Jota,POR,FW,25.0,1999.0
Antoine Joujou,FRA,"FW,MF",21.0,2003.0
Jubal,BRA,DF,31.0,1993.0
Hamed Junior Traorè,CIV,MF,24.0,2000.0
Yaya Kader Fofana,MLI,"MF,FW",20.0,2004.0
Tino Kadewere,ZIM,"MF,FW",28.0,1996.0
Arnaud Kalimuendo,FRA,FW,22.0,2002.0
Waren Kamanzi,NOR,"DF,MF",23.0,2000.0
Glen Kamara,FIN,MF,28.0,1995.0
Nordine Kandil,FRA,MF,22.0,2001.0
Lee Kang-in,KOR,"FW,MF",23.0,2001.0
Yassine Kechta,MAR,"MF,FW",22.0,2002.0
Thilo Kehrer,GER,DF,27.0,1996.0
Reda Khadra,GER,MF,23.0,2001.0
Wahbi Khazri,TUN,FW,33.0,1991.0
Abdukodir Khusanov,UZB,DF,20.0,2004.0
Joshua King,NOR,"MF,FW",32.0,1992.0
Cédric Kipré,CIV,DF,27.0,1996.0
Philipp Köhn,SUI,GK,26.0,1998.0
Randal Kolo Muani,FRA,FW,25.0,1998.0
Geoffrey Kondogbia,CTA,MF,31.0,1993.0
Abdoul Koné,FRA,DF,19.0,2005.0
Amadou Koné,MLI,MF,19.0,2005.0
Ismaël Koné,CAN,MF,22.0,2002.0
Boubakar Kouyaté,MLI,DF,27.0,1997.0
Daler Kuzyaev,RUS,MF,31.0,1993.0
Rémy Labeau Lascary,GLP,FW,21.0,2003.0
Gaëtan Laborde,FRA,FW,30.0,1994.0
Alexandre Lacazette,FRA,FW,33.0,1991.0
Alban Lafont,FRA,GK,25.0,1999.0
Kenny Lala,MAD,DF,32.0,1991.0
Mohamed Lamine Bayo,GUI,FW,26.0,1998.0
Gautier Larsonneur,FRA,GK,27.0,1997.0
Julien Le Cardinal,FRA,DF,27.0,1997.0
Jérémy Le Douaron,FRA,FW,26.0,1998.0
Benjamin Lecomte,FRA,GK,33.0,1991.0
Jordan Lefort,FRA,DF,31.0,1993.0
Félix Lemaréchal,FRA,"MF,FW",21.0,2003.0
Donovan Léon,GUF,GK,31.0,1992.0
Esteban Lepaul,FRA,FW,24.0,2000.0
Johann Lepenant,FRA,MF,21.0,2002.0
Louis Leroux,FRA,FW,18.0,2006.0
Pol Lirola,ESP,DF,27.0,1997.0
Gautier Lloris,FRA,DF,29.0,1995.0
Jordan Lotomba,SUI,"MF,DF",25.0,1998.0
Tom Louchet,FRA,MF,21.0,2003.0
Othmane Maamma,FRA,FW,18.0,2005.0
Deiver Machado,COL,DF,31.0,1993.0
Yvann Macon,FRA,DF,25.0,1998.0
Eros Maddy,NED,DF,23.0,2001.0
Soungoutou Magassa,FRA,"MF,FW",20.0,2003.0
Hugo Magnetti,FRA,MF,26.0,1998.0
Frank Magri,CMR,FW,25.0,1999.0
Ainsley Maitland-Niles,ENG,"DF,MF",27.0,1997.0
Hianga Mananga Mbock,FRA,MF,24.0,1999.0
Steve Mandanda,FRA,GK,39.0,1985.0
Aïssa Mandi,ALG,DF,32.0,1991.0
Orel Mangala,BEL,MF,26.0,1998.0
Sekou Mara,FRA,FW,22.0,2002.0
Marquinhos,BRA,DF,30.0,1994.0
Jonas Martin,FRA,"MF,FW",34.0,1990.0
Clinton Mata,ANG,DF,31.0,1992.0
Nemanja Matić,SRB,MF,36.0,1988.0
Azor Matusiwa,NED,MF,26.0,1998.0
Neal Maupay,FRA,FW,28.0,1996.0
Christian Mawissa,FRA,DF,19.0,2005.0
Senny Mayulu,FRA,MF,18.0,2006.0
Ethan Mbappé,FRA,MF,17.0,2006.0
Ibrahim Mbaye,FRA,"FW,MF",16.0,2008.0
Mark McKenzie,USA,DF,25.0,1999.0
Facundo Medina,ARG,DF,25.0,1999.0
Henrik Meister,DEN,FW,20.0,2003.0
Bamo Meïté,CIV,"DF,MF",22.0,2001.0
Farid El Melali,ALG,"FW,DF",27.0,1997.0
Nuno Mendes,POR,DF,22.0,2002.0
Antoine Mendy,FRA,"DF,MF",20.0,2004.0
Nampalys Mendy,SEN,MF,32.0,1992.0
Quentin Merlin,FRA,"DF,MF",22.0,2002.0
Thomas Meunier,BEL,DF,33.0,1991.0
Georges Mikautadze,GEO,FW,23.0,2000.0
Takumi Minamino,JPN,MF,29.0,1995.0
Mostafa Mohamed,EGY,FW,26.0,1997.0
Diego Moreira,POR,"DF,FW",20.0,2004.0
Aimen Moueffek,FRA,MF,23.0,2001.0
Youssoufa Moukoko,GER,FW,19.0,2004.0
Louis Mouton,FRA,MF,22.0,2002.0
Ngal'Ayel Mukau,,MF,19.0,2004.0
Marshall Munetsi,ZIM,MF,28.0,1996.0
Junior Mwanga,FRA,MF,21.0,2003.0
Mahamadou Nagida,CMR,MF,19.0,2005.0
Keito Nakamura,JPN,FW,24.0,2000.0
Sebastian Nanasi,SWE,"MF,FW",22.0,2002.0
Youssouf Ndayishimiye,BDI,DF,25.0,1998.0
Rassoul Ndiaye,SEN,MF,22.0,2001.0
Tanguy Ndombele,FRA,MF,27.0,1996.0
Loïc Nego,HUN,DF,33.0,1991.0
João Neves,POR,"MF,FW",19.0,2004.0
Steve Ngoura,FRA,FW,19.0,2005.0
Moussa Niakhate,SEN,DF,28.0,1996.0
Ibrahima Niane,SEN,FW,25.0,1999.0
Rasmus Nicolaisen,DEN,DF,27.0,1997.0
Arnaud Nordin,FRA,FW,26.0,1998.0
Ernest Nuamah,GHA,FW,20.0,2003.0
Rabby Nzingoula,CGO,MF,18.0,2005.0
Marwann Nzuzi,FRA,DF,20.0,2004.0
Hamzat Ojediran,NGA,MF,20.0,2003.0
Joseph Okumu,KEN,DF,27.0,1997.0
Ben Old,NZL,MF,22.0,2002.0
Becir Omeragic,SUI,DF,22.0,2002.0
Ado Onaiwu,JPN,"FW,MF",28.0,1995.0
Christopher Operi,CIV,DF,27.0,1997.0
Victor Orakpo,NGA,FW,18.0,2006.0
Gift Orban,NGA,"FW,DF",22.0,2002.0
Gabriel Osho,NGA,DF,26.0,1998.0
Jibril Othman,TUN,FW,20.0,2004.0
Kassoum Ouattara,FRA,"DF,FW",19.0,2004.0
Zinédine Ould Khaled,FRA,MF,24.0,2000.0
Beres Owusu,FRA,DF,20.0,2003.0
Elisha Owusu,GHA,MF,26.0,1997.0
Willian Pacho,ECU,DF,22.0,2001.0
Nicolas Pallois,FRA,DF,36.0,1987.0
Kévin Pedro,FRA,DF,18.0,2006.0
Théo Pellenard,FRA,DF,30.0,1994.0
Faris Pemi Moumbagna,CMR,FW,24.0,2000.0
