Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
202,Hernani,BRA,MF,Parma,30,1994,1.0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,2,33.3
203,Isak Hien,SWE,DF,Atalanta,25,1999,2.3,2,0,0,5,2,0,0,6,1,0,0,0,6,6,7,46.2
204,Emil Holm,SWE,MF,Bologna,24,2000,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
205,Elseid Hysaj,ALB,DF,Lazio,30,1994,0.1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0.0
206,Jay Idzes,IDN,DF,Venezia,24,2000,4.7,1,0,0,10,1,0,0,1,1,0,0,0,15,7,8,46.7
207,Jonathan Ikone,FRA,"MF,FW",Fiorentina,26,1998,1.2,0,0,0,1,1,0,1,0,1,0,0,0,6,0,3,0.0
208,Ivan Ilić,SRB,MF,Torino,23,2001,5.3,2,0,0,4,13,1,17,4,1,0,0,0,14,4,7,36.4
209,Samuel Iling-Junior,ENG,"MF,FW",Bologna,20,2003,0.5,0,0,0,0,0,0,4,2,1,0,0,0,2,0,0,0.0
210,Alessio Iovine,ITA,DF,Como,33,1991,2.5,1,0,0,2,2,0,11,2,0,0,0,0,7,1,2,33.3
211,Gustav Isaksen,DEN,"FW,MF",Lazio,23,2001,3.1,2,0,0,2,7,0,22,1,0,0,0,0,4,1,6,14.3
212,Ardian Ismajli,ALB,DF,Empoli,28,1996,6.0,0,0,0,3,5,0,0,10,4,0,0,0,13,21,18,53.8
213,Armando Izzo,ITA,DF,Monza,32,1992,5.6,4,0,0,17,7,0,2,12,5,0,0,0,18,7,9,43.8
214,Ali Jasim,IRQ,FW,Como,20,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
215,Gaby Jean,FRA,DF,Lecce,24,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
216,Juan Jesus,BRA,DF,Napoli,33,1991,0.9,0,0,0,1,0,0,0,0,0,0,0,0,3,5,0,100.0
217,Jesse Joronen,FIN,GK,Venezia,31,1993,6.0,0,0,0,1,0,0,0,0,0,0,1,0,7,1,0,100.0
218,Luka Jović,SRB,FW,Milan,26,1997,0.9,1,0,0,1,1,0,1,1,0,0,0,0,1,1,2,33.3
219,Christian Kabasele,BEL,DF,Udinese,33,1991,3.4,0,0,0,4,2,0,0,5,4,0,0,0,11,12,7,63.2
220,Pierre Kalulu,FRA,DF,Juventus,24,2000,3.0,0,0,0,2,2,0,4,2,1,0,0,0,12,3,3,50.0
221,Hassane Kamara,CIV,DF,Udinese,30,1994,3.3,2,1,1,3,1,0,12,5,4,0,0,0,7,2,0,100.0
222,Yann Karamoh,FRA,FW,Torino,26,1998,0.4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
223,Jesper Karlsson,SWE,FW,Bologna,26,1998,0.9,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,50.0
224,Jesper Karlström,SWE,MF,Udinese,29,1995,5.2,1,0,0,4,2,1,0,8,4,0,0,0,16,4,7,36.4
225,Lior Kasa,ISR,MF,Genoa,19,2005,0.2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0.0
226,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,26,1998,2.8,1,0,0,2,5,0,2,2,1,0,0,0,3,3,7,30.0
227,Michael Kayode,ITA,DF,Fiorentina,20,2004,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0
228,Moise Kean,ITA,FW,Fiorentina,24,2000,5.9,0,0,0,6,11,9,2,0,2,0,0,0,10,14,10,58.3
229,Mandela Keita,BEL,MF,Parma,22,2002,0.2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0.0
230,Marc-Oliver Kempf,GER,DF,Como,29,1995,4.0,0,0,0,1,0,0,0,7,2,0,0,0,14,14,4,77.8
231,Magnus Kofod Andersen,DEN,MF,Venezia,25,1999,3.0,0,0,0,1,2,0,8,3,0,0,0,0,16,3,2,60.0
232,Sead Kolašinac,BIH,DF,Atalanta,31,1993,2.9,0,0,0,6,3,0,3,1,4,0,0,1,15,10,4,71.4
233,Manu Koné,FRA,MF,Roma,23,2001,1.9,0,0,0,3,5,0,0,2,2,0,0,0,8,0,3,0.0
234,Teun Koopmeiners,NED,MF,Juventus,26,1998,3.5,0,0,0,4,2,1,16,0,2,0,0,0,9,1,3,25.0
235,Odilon Kossounou,CIV,DF,Atalanta,23,2001,1.7,1,0,0,4,2,0,0,1,3,0,0,0,8,4,2,66.7
236,Christian Kouamé,CIV,"MF,FW",Fiorentina,26,1997,3.2,0,0,0,6,10,1,4,2,4,0,0,0,11,11,4,73.3
237,Mateusz Kowalski,POL,MF,Parma,19,2005,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0
238,Thomas Kristensen,DEN,DF,Udinese,22,2002,2.1,1,0,0,2,0,0,0,0,1,0,0,0,6,9,2,81.8
239,Nikola Krstović,MNE,FW,Lecce,24,2000,5.7,0,0,0,7,6,3,0,0,2,0,0,0,13,11,20,35.5
240,Khvicha Kvaratskhelia,GEO,"MF,FW",Napoli,23,2001,4.9,1,0,0,5,14,0,10,1,8,0,0,0,19,0,4,0.0
241,Giorgos Kyriakopoulos,GRE,DF,Monza,28,1996,6.0,0,0,0,3,9,0,22,7,12,0,0,0,11,5,5,50.0
242,Mathis Lambourde,FRA,"DF,MF",Hellas Verona,18,2006,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
243,Gianluca Lapadula,PER,"FW,MF",Cagliari,34,1990,1.0,1,0,0,5,0,0,1,0,0,0,0,0,2,3,1,75.0
244,Valentino Lazaro,AUT,DF,Torino,28,1996,5.6,1,0,0,7,4,2,30,0,2,0,1,0,21,3,4,42.9
245,Darko Lazović,SRB,"MF,DF",Hellas Verona,34,1990,4.7,0,0,0,4,3,2,17,2,3,1,0,0,18,2,3,40.0
246,Manuel Lazzari,ITA,DF,Lazio,30,1993,5.1,0,0,0,3,6,0,35,1,5,0,0,0,16,0,7,0.0
247,Enzo Le Fée,FRA,MF,Roma,24,2000,1.0,0,0,0,1,1,0,4,1,2,0,0,0,5,0,1,0.0
248,Rafael Leão,POR,FW,Milan,25,1999,4.9,0,0,0,3,7,1,12,2,2,1,0,0,11,4,2,66.7
249,Nunzio Lella,ITA,MF,Venezia,24,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
250,Karol Linetty,POL,MF,Torino,29,1995,3.9,1,0,0,7,3,0,0,3,7,0,0,0,15,2,4,33.3
251,Dailon Livramento,CPV,"FW,MF",Hellas Verona,23,2001,1.8,1,0,0,2,2,1,3,2,1,0,0,0,7,5,11,31.3
252,Stanislav Lobotka,SVK,MF,Napoli,29,1994,5.8,2,0,0,10,6,0,0,4,6,0,0,0,41,1,2,33.3
253,Manuel Locatelli,ITA,MF,Juventus,26,1998,4.3,1,0,0,6,4,0,0,2,6,0,0,0,22,6,1,85.7
254,Ruben Loftus-Cheek,ENG,MF,Milan,28,1996,4.5,1,0,0,6,12,0,5,1,3,0,0,0,14,4,1,80.0
255,Ademola Lookman,NGA,"MF,FW",Atalanta,26,1997,2.4,0,0,0,4,2,3,15,0,3,0,0,0,6,3,0,100.0
256,Sandi Lovrić,SVN,MF,Udinese,26,1998,3.5,0,0,0,9,5,0,8,5,5,0,0,0,16,0,3,0.0
257,Lorenzo Lucca,ITA,FW,Udinese,24,2000,4.3,2,0,0,12,9,2,0,1,4,0,0,0,8,7,9,43.8
258,Jhon Lucumí,COL,DF,Bologna,26,1998,3.4,2,1,0,5,0,0,0,3,3,0,0,0,32,3,2,60.0
259,José Luis Palomino,ARG,DF,Cagliari,34,1990,0.8,0,0,0,0,1,0,0,0,1,0,0,0,3,2,0,100.0
260,Douglas Luiz,BRA,MF,Juventus,26,1998,1.7,0,0,0,1,3,0,10,1,2,0,0,0,8,1,1,50.0
261,Romelu Lukaku,BEL,FW,Napoli,31,1993,2.9,1,0,0,7,8,4,0,0,0,0,0,0,4,1,5,16.7
262,Sebastiano Luperto,ITA,DF,Cagliari,28,1996,5.0,0,0,0,2,5,0,3,4,6,0,0,0,18,13,11,54.2
263,Zito Luvumbo,ANG,"FW,MF",Cagliari,22,2002,4.2,0,0,0,15,8,3,12,0,0,0,0,0,4,2,3,40.0
264,Charalambos Lykogiannis,GRE,DF,Bologna,30,1993,3.6,0,0,0,2,2,0,22,3,1,0,0,0,10,6,4,60.0
265,Giangiacomo Magnani,ITA,DF,Hellas Verona,28,1995,2.3,0,0,0,0,3,0,1,3,2,0,0,0,6,4,4,50.0
266,Mike Maignan,FRA,GK,Milan,29,1995,6.0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,100.0
267,Antoine Makoumbou,CGO,MF,Cagliari,26,1998,0.7,0,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0.0
268,Daniel Maldini,ITA,MF,Monza,22,2001,4.7,2,0,0,6,17,0,11,2,4,0,0,0,20,6,6,50.0
269,Youssef Maleh,MAR,MF,Empoli,26,1998,3.0,1,0,0,5,3,0,1,3,3,0,0,0,17,2,2,50.0
270,Ruslan Malinovskyi,UKR,"MF,FW",Genoa,31,1993,2.5,1,0,0,7,2,0,0,1,6,0,0,0,11,5,1,83.3
271,Dennis Man,ROU,FW,Parma,26,1998,4.3,0,0,0,1,4,0,11,1,2,0,0,0,17,0,1,0.0
272,Gianluca Mancini,ITA,DF,Roma,28,1996,5.6,1,0,0,6,8,1,7,5,3,0,0,0,12,8,6,57.1
273,Rolando Mandragora,ITA,MF,Fiorentina,27,1997,3.0,3,0,0,6,6,0,2,5,0,0,0,0,6,3,0,100.0
274,Alberto Manzoni,ITA,MF,Atalanta,19,2005,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,100.0
275,Filip Marchwiński,POL,MF,Lecce,22,2002,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
276,Pablo Marí,ESP,DF,Monza,31,1993,6.0,2,0,0,9,0,0,0,14,5,0,0,0,12,15,7,68.2
277,Mirko Marić,CRO,FW,Monza,29,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
278,Răzvan Marin,ROU,MF,Cagliari,28,1996,4.6,2,0,0,7,2,0,28,1,5,0,0,0,24,6,4,60.0
279,Guillermo Maripán,CHI,DF,Torino,30,1994,1.1,0,0,0,0,0,0,0,1,0,0,0,0,8,6,3,66.7
280,Aarón Martín,ESP,DF,Genoa,27,1997,5.0,0,0,0,6,5,1,44,4,8,0,0,0,20,4,3,57.1
281,Lautaro Martínez,ARG,FW,Inter,27,1997,4.4,0,0,0,11,9,5,1,1,2,0,0,0,11,2,4,33.3
282,Lucas Martínez Quarta,ARG,DF,Fiorentina,28,1996,2.4,0,0,0,5,1,0,0,1,5,0,0,0,10,9,9,50.0
283,Kevin Martins,ITA,DF,Monza,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
284,Adam Marušić,MNE,DF,Lazio,31,1992,2.8,0,0,0,2,2,0,6,3,0,0,0,0,11,3,1,75.0
285,Adam Masina,MAR,DF,Torino,30,1994,6.0,0,0,0,6,2,1,6,4,6,0,0,0,22,23,7,76.7
286,Alan Matturro,URU,DF,Genoa,19,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
287,Luca Mazzitelli,ITA,MF,Como,28,1995,1.9,0,0,0,2,2,0,5,2,3,0,0,0,9,1,3,25.0
288,Pasquale Mazzocchi,ITA,DF,Napoli,29,1995,3.9,1,0,0,4,2,1,7,3,2,0,0,0,16,0,4,0.0
289,Samuel Mbangula,BEL,FW,Juventus,20,2004,2.5,0,0,0,2,4,0,4,0,5,1,0,0,8,1,1,50.0
290,Weston McKennie,USA,MF,Juventus,26,1998,1.8,1,0,0,3,2,0,0,0,2,0,0,0,7,1,0,100.0
291,Scott McTominay,SCO,MF,Napoli,27,1996,2.2,0,0,0,4,2,0,1,4,3,0,0,0,9,3,2,60.0
292,Alex Meret,ITA,GK,Napoli,27,1997,4.4,0,0,0,1,1,0,0,0,0,0,1,0,7,1,0,100.0
293,Junior Messias,BRA,"MF,FW",Genoa,33,1991,2.9,0,0,0,1,5,0,4,3,1,0,0,0,8,3,8,27.3
294,Valentin Mihaila,ROU,"FW,MF",Parma,24,2000,4.0,1,0,0,5,11,0,2,0,3,0,0,0,9,1,9,10.0
295,Vanja Milinković-Savić,SRB,GK,Torino,27,1997,5.0,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0,100.0
296,Yerry Mina,COL,DF,Cagliari,30,1994,3.7,1,0,0,6,8,1,0,5,4,0,0,0,23,25,9,73.5
297,Juan Miranda,ESP,DF,Bologna,24,2000,2.4,0,0,0,3,4,0,22,2,5,0,0,0,13,3,2,60.0
298,Fabio Miretti,ITA,MF,Genoa,21,2003,0.8,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0.0
299,Henrikh Mkhitaryan,ARM,MF,Inter,35,1989,5.0,2,0,0,3,2,2,3,1,3,0,0,0,21,4,2,66.7
300,Lorenzo Montipò,ITA,GK,Hellas Verona,28,1996,6.0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0.0
301,Álvaro Morata,ESP,"MF,FW",Milan,31,1992,2.1,1,0,0,3,4,1,2,2,1,0,0,0,6,2,6,25.0
302,Alberto Moreno,ESP,DF,Como,32,1992,6.0,3,0,0,9,5,0,15,3,4,0,0,0,16,1,6,14.3
303,Tete Morente,ESP,"FW,MF",Lecce,27,1996,3.4,1,0,0,3,2,0,5,3,3,0,0,0,11,4,4,50.0
304,Nikola Moro,CRO,MF,Bologna,26,1998,2.6,0,0,0,4,1,0,9,2,7,0,0,0,11,3,0,100.0
305,Daniel Mosquera,COL,"FW,MF",Hellas Verona,24,1999,2.2,1,0,0,7,2,1,1,0,0,0,0,0,3,5,14,26.3
306,Dany Mota,POR,MF,Monza,26,1998,2.2,1,0,0,2,2,0,7,1,0,0,0,0,7,8,5,61.5
307,Yunus Musah,USA,MF,Milan,21,2002,1.7,0,0,0,4,1,0,2,1,5,0,0,0,7,0,1,0.0
308,Juan Musso,ARG,GK,Atalanta,30,1994,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
309,Kingstone Mutandwa,ZAM,MF,Cagliari,21,2003,0.4,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0.0
310,Obite N'Dicka,CIV,DF,Roma,25,1999,6.0,0,0,0,4,4,0,0,5,7,0,0,0,24,12,6,66.7
311,Michel Ndary Adopo,FRA,MF,Cagliari,24,2000,1.1,0,0,0,1,1,0,0,1,1,0,0,0,6,1,2,33.3
312,Dan Ndoye,SUI,"FW,MF",Bologna,23,2000,3.7,0,0,0,1,20,2,9,0,1,0,0,0,14,1,1,50.0
313,David Neres,BRA,"MF,FW",Napoli,27,1997,0.6,0,0,0,1,1,1,8,0,1,0,0,0,1,0,1,0.0
314,Cyril Ngonge,BEL,DF,Napoli,24,2000,0.1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0.0
315,Hans Nicolussi Caviglia,ITA,MF,Venezia,24,2000,2.6,2,1,1,8,5,0,5,1,2,0,0,0,8,5,3,62.5
316,Eybi Nije,SWE,DF,Torino,19,2005,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0.0
317,Tijjani Noslin,NED,"FW,MF",Lazio,25,1999,2.6,0,0,0,5,1,0,8,0,1,0,0,0,4,5,8,38.5
318,Adam Obert,SVK,DF,Cagliari,22,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
319,Jens Odgaard,DEN,"FW,MF",Bologna,25,1999,2.4,0,0,0,8,3,1,3,1,2,0,0,0,10,6,4,60.0
320,Noah Okafor,SUI,FW,Milan,24,2000,2.3,0,0,0,3,1,0,7,0,0,0,0,0,3,1,4,20.0
321,Maduka Okoye,NGA,GK,Udinese,25,1999,6.0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
322,Mathías Olivera,URU,DF,Napoli,26,1997,4.2,0,0,0,8,1,0,3,3,4,0,0,0,7,4,4,50.0
323,Gaetano Oristanio,ITA,"MF,FW",Venezia,22,2002,4.2,1,0,0,11,11,0,12,2,3,0,0,0,7,2,5,28.6
324,Riccardo Orsolini,ITA,"FW,MF",Bologna,27,1997,3.7,0,0,0,10,4,3,12,1,2,0,0,0,9,4,5,44.4
325,Yordan Osorio,VEN,DF,Parma,30,1994,0.9,0,0,0,3,2,0,0,3,3,0,0,0,3,1,1,50.0
326,Remi Oudin,FRA,"MF,FW",Lecce,27,1996,0.9,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0.0
327,Alberto Paleari,ITA,GK,Torino,32,1992,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0
328,Marco Palestra,ITA,DF,Atalanta,19,2005,0.4,0,0,0,1,3,0,5,0,1,0,0,0,0,1,1,50.0
329,Leandro Paredes,ARG,MF,Roma,30,1994,1.2,0,0,0,1,0,0,3,2,1,0,1,0,4,1,1,50.0
330,Fabiano Parisi,ITA,DF,Fiorentina,23,2000,1.4,0,0,0,4,4,0,0,1,2,0,0,0,4,1,3,25.0
331,Mario Pašalić,CRO,MF,Atalanta,29,1995,3.9,1,0,0,4,0,0,1,2,1,0,0,0,17,6,3,66.7
332,Patric,ESP,DF,Lazio,31,1993,2.5,2,0,0,2,0,0,2,2,2,0,0,0,13,2,2,50.0
333,Benjamin Pavard,FRA,DF,Inter,28,1996,4.0,1,0,0,5,2,1,3,2,2,0,0,0,5,10,11,47.6
334,Strahinja Pavlović,SRB,DF,Milan,23,2001,3.0,1,0,0,2,1,0,0,3,7,0,0,0,18,4,2,66.7
335,Leonardo Pavoletti,ITA,"FW,MF",Cagliari,35,1988,1.1,1,0,0,3,0,0,0,0,0,0,0,0,3,16,17,48.5
336,Martín Payero,ARG,MF,Udinese,26,1998,2.4,1,0,0,9,4,0,3,3,2,1,2,0,9,4,7,36.4
337,Nicolás Paz,ARG,"MF,FW",Como,20,2004,3.6,0,0,0,4,6,1,11,3,5,0,0,0,16,3,3,50.0
338,Marcus Pedersen,NOR,DF,Torino,24,2000,1.3,1,0,0,1,0,1,9,0,2,0,0,0,5,2,0,100.0
339,Pedro,ESP,"MF,FW",Lazio,37,1987,0.3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,100.0
340,Pietro Pellegri,ITA,"FW,MF",Empoli,23,2001,0.8,1,0,0,1,2,0,1,0,0,0,0,0,1,0,4,0.0
341,Lorenzo Pellegrini,ITA,MF,Roma,28,1996,4.9,1,0,0,8,6,1,15,0,2,0,0,0,13,2,5,28.6
342,Luca Pellegrini,ITA,DF,Lazio,25,1999,0.3,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0.0
343,Andy Pelmard,FRA,DF,Lecce,24,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
344,Pedro Pereira,POR,DF,Monza,26,1998,3.8,0,0,0,6,1,0,6,4,2,0,0,0,17,0,3,0.0
345,Nehuén Pérez,ARG,DF,Udinese,24,2000,2.0,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0
346,Mattia Perin,ITA,GK,Juventus,31,1992,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
347,Máximo Perrone,ARG,MF,Como,21,2003,4.3,1,0,0,6,2,0,1,6,6,0,0,0,24,4,3,57.1
348,Matteo Pessina,ITA,MF,Monza,27,1997,5.5,1,0,0,3,8,0,3,8,3,0,0,0,31,6,5,54.5
349,Andrea Petagna,ITA,FW,Monza,29,1995,2.0,1,0,0,4,4,2,1,1,0,0,0,0,6,6,9,40.0
350,Giuseppe Pezzella,ITA,"DF,FW",Empoli,26,1997,5.5,1,0,0,12,13,1,30,1,8,0,0,0,13,3,4,42.9
351,Roberto Piccoli,ITA,FW,Cagliari,23,2001,4.4,0,0,0,5,5,2,2,1,0,0,0,0,8,13,22,37.1
352,Nicholas Pierini,ITA,MF,Venezia,26,1998,0.9,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0
353,Santiago Pierotti,ARG,"FW,MF",Lecce,23,2001,1.4,0,0,0,4,1,1,0,1,3,0,0,0,5,3,6,33.3
354,Balthazar Pierret,FRA,MF,Lecce,24,2000,3.9,1,0,0,8,1,0,6,2,4,0,0,0,17,3,6,33.3
355,Andrea Pinamonti,ITA,"FW,MF",Genoa,25,1999,4.2,1,0,0,2,4,0,1,1,1,0,0,0,2,11,11,50.0
356,Niccolò Pisilli,ITA,MF,Roma,20,2004,2.5,2,0,0,8,4,0,2,1,2,0,0,0,10,0,3,0.0
357,Semuel Pizzignacco,ITA,GK,Monza,23,2001,2.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
358,Tommaso Pobega,ITA,MF,Bologna,25,1999,1.0,1,0,0,3,2,0,0,0,3,0,0,0,2,1,0,100.0
359,Joel Pohjanpalo,FIN,FW,Venezia,30,1994,3.6,0,0,0,2,6,1,0,2,1,0,0,0,5,15,12,55.6
360,Matteo Politano,ITA,"MF,FW",Napoli,31,1993,5.4,0,0,0,2,8,1,41,1,1,0,0,0,19,1,1,50.0
361,Marin Pongračić,CRO,DF,Fiorentina,27,1997,1.0,2,1,1,4,0,0,0,2,1,0,0,0,7,5,0,100.0
362,Stefan Posch,AUT,DF,Bologna,27,1997,5.1,1,0,0,12,10,1,14,3,11,0,0,0,27,8,4,66.7
363,Matteo Prati,ITA,MF,Cagliari,20,2003,1.9,1,0,0,4,2,0,2,2,2,0,0,0,6,0,1,0.0
364,Ivan Provedel,ITA,GK,Lazio,30,1994,6.0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,100.0
365,Christian Pulisic,USA,"FW,MF",Milan,26,1998,5.2,0,0,0,5,1,0,32,0,6,0,0,0,17,0,2,0.0
366,Hamza Rafia,TUN,MF,Lecce,25,1999,2.2,2,0,0,9,5,0,6,1,3,0,0,0,12,0,5,0.0
367,Antonio Raimondo,ITA,FW,Venezia,20,2004,0.8,0,0,0,1,1,1,1,0,1,0,0,0,3,1,5,16.7
368,Ylber Ramadani,ALB,MF,Lecce,28,1996,5.7,1,0,0,3,6,0,1,6,6,0,0,0,50,4,1,80.0
369,Luca Ranieri,ITA,DF,Fiorentina,25,1999,4.4,0,0,0,4,1,0,0,5,2,0,0,0,13,10,12,45.5
370,Giacomo Raspadori,ITA,"FW,MF",Napoli,24,2000,2.2,1,0,0,3,4,0,11,2,0,0,0,0,7,1,2,33.3
371,Federico Ravaglia,ITA,GK,Bologna,24,1999,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
372,Ante Rebić,CRO,"FW,MF",Lecce,31,1993,2.2,0,0,0,3,4,2,14,0,1,0,0,0,8,7,11,38.9
373,Tijjani Reijnders,NED,MF,Milan,26,1998,4.8,0,0,0,3,0,0,2,4,0,0,0,0,16,0,3,0.0
374,Pepe Reina,ESP,GK,Como,42,1982,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
375,Mateo Retegui,ITA,FW,Atalanta,25,1999,4.4,1,0,0,10,5,1,2,1,3,1,0,0,8,11,17,39.3
376,Samuele Ricci,ITA,MF,Torino,23,2001,5.7,1,0,0,3,17,0,3,3,3,0,0,0,28,4,4,50.0
377,Amir Richardson,MAR,MF,Fiorentina,22,2002,1.2,1,0,0,2,0,0,1,0,1,0,0,0,5,2,2,50.0
378,Sergi Roberto,ESP,MF,Como,32,1992,3.5,2,0,0,4,6,0,5,7,6,0,1,0,29,3,8,27.3
379,Alessio Romagnoli,ITA,DF,Lazio,29,1995,5.0,1,0,0,7,2,0,0,7,3,0,0,0,14,9,6,60.0
380,Marten de Roon,NED,"DF,MF",Atalanta,33,1991,6.0,3,0,0,14,4,0,5,6,11,0,0,0,24,11,4,73.3
381,Jonas Rouhi,SWE,DF,Juventus,20,2004,1.0,0,0,0,1,0,0,2,1,0,0,0,0,8,0,2,0.0
382,Nicolò Rovella,ITA,MF,Lazio,22,2001,3.9,2,0,0,10,0,0,5,6,11,0,0,0,22,0,3,0.0
383,Amir Rrahmani,KVX,DF,Napoli,30,1994,6.0,1,0,0,1,3,0,0,2,2,0,0,0,22,28,9,75.7
384,Matteo Ruggeri,ITA,DF,Atalanta,22,2002,4.6,0,0,0,3,2,0,16,5,2,0,0,0,31,4,6,40.0
385,Stefano Sabelli,ITA,DF,Genoa,31,1993,3.3,0,0,0,1,2,0,18,1,4,0,0,0,12,2,2,50.0
386,Alexis Saelemaekers,BEL,"FW,DF",Roma,25,1999,1.2,1,0,0,1,1,0,2,0,2,0,0,0,4,0,0,0.0
387,Alexis Saelemaekers,BEL,"DF,FW",Milan,25,1999,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,0.0
388,Richie Sagrado,BEL,DF,Venezia,20,2004,0.6,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
389,Marco Sala,ITA,DF,Como,25,1999,1.0,1,0,0,1,1,0,2,1,2,0,0,0,1,0,0,0.0
390,Lazar Samardzic,SRB,"MF,FW",Atalanta,22,2002,2.2,0,0,0,4,1,0,14,0,2,0,0,0,5,1,2,33.3
391,Antonio Sanabria,PAR,"FW,MF",Torino,28,1996,2.4,1,0,0,4,4,0,0,0,1,1,0,0,4,3,8,27.3
392,Amin Sarr,SWE,FW,Hellas Verona,23,2001,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,66.7
393,Nicolò Savona,ITA,DF,Juventus,21,2003,3.5,0,0,0,0,3,1,11,4,4,0,0,0,11,0,2,0.0
394,Saba Sazonov,GEO,DF,Torino,22,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
395,Joël Schingtienne,BEL,DF,Venezia,22,2002,1.0,1,0,0,1,0,0,0,1,4,0,1,0,6,0,1,0.0
396,Simone Scuffet,ITA,GK,Cagliari,28,1996,5.0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,66.7
397,Suat Serdar,GER,MF,Hellas Verona,27,1997,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
398,Stephan El Shaarawy,ITA,DF,Roma,31,1992,2.6,0,0,0,0,0,1,6,3,2,0,0,0,12,1,2,33.3
399,Eldor Shomurodov,UZB,"FW,DF",Roma,29,1995,0.4,1,0,0,2,0,0,1,0,0,0,0,0,0,2,1,66.7
400,Giovanni Simeone,ARG,FW,Napoli,29,1995,1.5,0,0,0,3,5,1,0,1,0,0,0,0,5,3,9,25.0
401,Łukasz Skorupski,POL,GK,Bologna,33,1991,5.0,1,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0.0
402,Simon Sohm,SUI,MF,Parma,23,2001,3.6,0,0,0,2,1,0,2,3,2,0,0,0,9,2,1,66.7
403,Ola Solbakken,NOR,"MF,FW",Empoli,26,1998,2.2,1,0,0,2,0,0,1,0,2,0,0,0,5,5,4,55.6
404,Yann Sommer,SUI,GK,Inter,35,1988,6.0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,100.0
405,Borna Sosa,CRO,DF,Torino,26,1998,2.8,0,0,0,0,0,0,13,4,3,0,0,0,8,3,6,33.3
406,Riccardo Sottil,ITA,"MF,FW",Fiorentina,25,1999,0.7,0,0,0,0,3,0,6,0,0,0,0,0,3,0,1,0.0
407,Matìas Soulé,ARG,"FW,MF",Roma,21,2003,3.5,0,0,0,2,8,0,22,1,1,0,0,0,19,3,4,42.9
